Job ID,Job Title,Employment Type,Location,Posted Date,Modified Date,Company Name,Compensation,Skills,Location Type,Job Description
75983432-5697-4351-a065-e05494237222,SIEM/SOAR Sentinel Engineer,Full-time,"Washington, District of Columbia, USA",Posted 12 hours ago,- Updated moments ago,Bering Straits Native Corporation,Depends on Experience,"Agile, Azure, Bash, Computer Science, Cyber Security, CyberArk, DHCP, DNS, DevOps, DevSecOps, Google Cloud, Google Cloud Platform, Kanban, LDAP, Linux, MS SQL, MongoDB",Hybrid,"Bering Global Solutions (BGS) a subsidiary of Bering Straits Native Corporation is currently seeking a qualified SIEM/SOAR MS Sentinel Engineer for a position in Washington DC. This position is remote however, you will be expected to come into the office occasionally.
In course of regular job duties, the selected candidate will gain exposure to many different enterprise-grade security technologies, which perform critical functions such as vulnerability scanning, malware detection, network intrusion prevention, firewall blocking, enterprise-wide incident response, and security information and event management (SIEM). Some examples of the 20+ cutting-edge security technologies that the selected candidate will work with are: SentinelOne, Palo Alto firewalls, Microsoft Security Suite, and CyberArk.
ESSENTIAL DUTIES & RESPONSIBILITIES
The Essential Duties and Responsibilities are intended to present a descriptive list of the range of duties performed for this position and are not intended to reflect all duties performed within the job. Other duties may be assigned."
75a9fb3f-929f-4792-acff-1e15001a515a,Cyber Security SOC Manager,Full-time,"Washington, District of Columbia, USA",Posted 12 hours ago,- Updated moments ago,Bering Straits Native Corporation,Depends on Experience,".NET, Active Directory, Agile, Analytical skill, Analytics, ArcSight, CISSP, Certified Ethical Hacker, Cloud computing, Communication, CompTIA, Computer hardware, Computer networking, Cyber security",Hybrid,"Bering Global Solutions, LLC (BGS) is a recognized leader in providing Technical and Program Management Services, Information Technology, and Logistics Services and Support. BGS is currently seeking a Cyber Security SOC Manager for a project in Washington, DC. The ideal candidate for this job will serve as a lead/manager within the federal client s Security Operations Center. A highly motivated individual with strong technical, communication, and organizational skills will succeed on this program.

The goal of the Security Operations Center (SOC) team is to proactively monitor, identify, and remediate information technology security vulnerabilities and intrusions. The team lead needs to ensure that all operational security controls are appropriately applied and managed and that systems within the control of the SOC have appropriate security controls in place in accordance with the Federal Information Security Management Act (FISMA). To accomplish this goal, the security team is responsible for a broad suite of security technologies that include vulnerability scanning, malware detection, log file analysis, and enterprise-wide incident response and security information and event management (SIEM) tools. The center lead and their analysts will be responsible for continuous surveillance, analysis, mitigation, remediation, and incident management using the client s current SOC suite of tools."
31c44983-d5cf-498b-8e46-2d9586d0dc5b,Azure Administrator/Engineer,Full-time,"Washington, District of Columbia, USA",Posted 12 hours ago,- Updated moments ago,Bering Straits Native Corporation,Depends on Experience,"ARM, Active Directory, Analytical skill, Backup, Cloud computing, Cloud security, Communication, Computer hardware, Customer relationship management (CRM), Design, Disaster recovery, Documentation",Hybrid,"Arcticom, a subsidiary of Bering Straits Native Corporation, is currently seeking a qualified Azure Administrator/ Engineer for a contract in Washington D.C.
The ideal candidate will coordinate day-to-day operational services supporting cloud server infrastructure, Azure resources, cloud security, facilities, hardware, software, and systems. Direct routine aspects of server Azure administration for IAAS, SAAS, and PAAS solutions; including application design, deployment, monitoring, maintenance, troubleshooting, security, and system documentation.
This position is currently remote with some travel to HQ or other sites, if needed.
ESSENTIAL DUTIES & RESPONSIBILITIES

The Azure Administrator/Engineer must work with the client and team members to ensure the successful completion of the following activities:"
252da4e6-5795-44f7-bd0d-aebee22cdf96,Network Engineer III,Full-time,"Greenwood Village, Colorado, USA",Posted 2 hours ago,- Updated moments ago,SPECTRUM,"USD 78,900.00 - 139,500.00 per year","Forecasting, Communication, Computer hardware, Problem solving, Documentation, Optimization, Team leadership, Industry-specific, Computer science, Electrical engineering, Telecommunications",On Site,"This position is eligible for our Hybrid Work Policy. Eligible employees can work from home up to one day each week.

JOB SCOPE

Assists in the planning, forecasting, implementation, and identification of resource requirements for network systems of varying (moderate to high) complexity. Designs and establishes protocol compatibility standards, develops and implements network enhancements and makes recommendations for improvement. Responsible for implementation of network architecture and designs.

DUTIES AND RESPONSIBILITIES

Participates in network planning, network architecture design and engineering.
Integrates and schematically depicts communication architectures, topologies, hardware, software, transmission and signaling links and protocols into complete network configurations.











ENE311 2024-43178 2024

Here, employees don't just have jobs, they build careers. That's why we believe in offering a comprehensive package that rewards employees for their contributions to our success, supports all aspects of their well-being, and delivers real value at every stage of life.

A qualified applicant's criminal history, if any, will be considered in a manner consistent with applicable laws, including local ordinances.

This job posting will remain open until 2024-12-30 08:45 PM (UTC) and will be extended if necessary.

The base pay for this position generally is between . The actual compensation offered will carefully consider a wide range of factors, including your skills, qualifications, experience, and location. We comply with local wage minimums and also, certain positions are eligible for additional forms of other incentive-based compensation such as bonuses.

Charter Communications is known in the United States by our Spectrum brands, including: Spectrum Internet , TV, Mobile and Voice, Spectrum Networks, Spectrum Enterprise and Spectrum Reach. When you join us, you're joining a strong community of more than 100,000 individuals working together to serve nearly 32 million customers in 41 states and keep them connected to what matters most.
We're committed to growing a workforce that reflects our communities, and providing equal opportunities for employment and advancement. EOE, including disability/vets."
91ab1ddc-0989-488a-b37a-17ba72f1caf7,Quality Assurance Engineer,Full-time,"Tucson, Arizona, USA",Posted 9 hours ago,- Updated moments ago,Arete,"USD 95,000.00 - 120,000.00 per year","Innovation, Process control, Supervision, Technical drafting, Auditing, Reporting, Computer hardware, ROOT, Corrective and preventive action, Regression testing, Acceptance testing",On Site,"At Aret, we are on the forefront of utilizing innovative solutions, with great minds from all backgrounds, to help solve the nation's most complex security challenges. We strive for an inclusive, collaborative team environment that approaches differences as opportunities for innovation and excellence. As an employee-owned company, we foster an atmosphere that propels diverse career opportunities and professional growth.

Discover your future with us.

We have an immediate need for a Quality Assurance Engineer in our Tucson facility. We are looking for a dedicated professional who thrives in challenging environments. Our QA department focuses on process controls, metrics measurements, test witnessing, and inspecting & verification of hardware. As the QA engineer, you will be responsible for program and several site level quality assurance functions. This is an exempt, non-supervisory, full-time position.

Responsibilities & Duties
We have an impressive range of benefits, programs, and perks that we offer:







The salary range for this role is $95,000 to $120,000; however, Arete considers several factors when extending an offer of employment, including but not limited to: the position and associated responsibilities, a candidate's work experience, education/training, and key skills



U.S. citizenship is required to meet position eligibility.

Selected applicants will be subject to a government security investigation and must meet eligibility requirements for access to classified information.

Successful passage of a criminal background screen is required to meet position eligibility. Aret will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring.

Successful passage of a Department of Transportation (DOT) drug test is required to meet position eligibility.



Aret is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex including sexual orientation and gender identity, national origin, disability, protected Veteran Status, or any other characteristic protected by applicable federal, state, or local law.

If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access our website because of your disability. To request an accommodation, please contact Aret Human Resources at for assistance.PandoLogic. Keywords: Hardware Test Engineer, Location: Tucson, AZ - 85712"
efa79da1-770b-4315-974c-a3a19fd59b81,Science/Engineering Aide,Full-time,"Los Angeles, California, USA",Posted 10 hours ago,- Updated moments ago,Arete,USD 27.00 per hour,"Innovation, Debugging, Writing, Flowchart, Documentation, Program development, Requirements analysis, Systems architecture, Extraction, Sensors, Image processing, Algorithms",On Site,"At Aret, we are on the forefront of utilizing innovative solutions, with great minds from all backgrounds, to help solve the nation's most complex security challenges. We strive for an inclusive, collaborative team environment that approaches differences as opportunities for innovation and excellence. As an employee-owned company, we foster an atmosphere that propels diverse career opportunities and professional growth.

Discover your future with us.

At Arete, we are seeking outstanding Scientist/Engineering Aide applicants to closely work with our Scientists/Engineers. The nature of the work is to aid with a variety of programing tasks; provide integration and test support and apply knowledge obtained to solve routine problems. Work will be done on-site. This position is located out of our Northridge, CA office and will begin Summer of 2025.

Duties include, based on internship parameters, but are not limited to generating, revising, updating, compiling, debugging, and writing business, scientific, or software computer programs. Developing flow charts and diagrams outlining process steps in operation; developing and revising program code. You'll prepare documentation of program development, modifications to code and operating instructions. Conducting program tests and may be required to analyze system capabilities to resolve input/output problems.

Researches, designs, develops, and verifies signal and image collection systems, and defines and develops processing and dissemination computer algorithms. Develops requirements analysis, system architecture, and integrates new signal and image capture and processing technology systems. Designs, develops, and analyzes systems for the extraction of information from sensors. Systems utilization includes implementation of signal and image processing with advanced computer architectures.

Designs, develops, and implements methods, processes, and systems to consolidate and analyze diverse data sets including structured and unstructured. Develops software programs, algorithms, dashboards, information tools, and queries to clean, model, integrate and evaluate datasets. Keeps abreast of new analytic methodologies and technologies. Collaborates with functional business units to drive business solutions and direction.

We have an impressive range of benefits, programs, and perks that we offer:







U.S. citizenship is required to meet position eligibility.

Selected applicants will be subject to a government security investigation and must meet eligibility requirements for access to classified information.

Successful passage of a criminal background screen is required to meet position eligibility. Aret will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring.

Successful passage of a Department of Transportation (DOT) drug test is required to meet position eligibility.



Aret is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex including sexual orientation and gender identity, national origin, disability, protected Veteran Status, or any other characteristic protected by applicable federal, state, or local law.

If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access our website because of your disability. To request an accommodation, please contact Aret Human Resources at for assistance.PandoLogic. Keywords: General Engineering Technician, Location: Northridge, CA - 91324"
1239cd8b-e817-4f7c-b3c0-7197886cd621,Scientist,Full-time,"Los Angeles, California, USA",Posted 10 hours ago,- Updated 1 hour ago,Arete,"USD 90,000.00 - 110,000.00 per year","Innovation, Science, Machine Learning (ML), Hardware development, Quality assurance, Sensors, Scheduling, Finance, Health insurance, Insurance, Life insurance, Mathematics, Python",On Site,"At Aret, we are on the forefront of utilizing innovative solutions, with great minds from all backgrounds, to help solve the nation's most complex security challenges. We strive for an inclusive, collaborative team environment that approaches differences as opportunities for innovation and excellence. As an employee-owned company, we foster an atmosphere that propels diverse career opportunities and professional growth.
Discover your future with us.

We are seeking junior and mid-level applicants with a strong Physical Science and/or Applied Math background to work in the areas of ocean remote sensing, signal/image processing and detection, computer vision, machine learning, physics-based modeling, data analysis, sensor hardware development, and field test design and support. As a Scientist tasks include development of physics-based software and algorithms for data analysis. Other duties include but are not limited to work on challenging and important work in the areas of sensor design and analysis; phenomenology exploitation; detection, estimation and tracking algorithms; and target classification and identification. This position is based in our Northridge, CA office. This is an exempt, non-supervisory, full-time position.

We have an impressive range of benefits, programs, and perks that we offer:







The salary range for this role is $90,000 to $110,000; however, Arete considers several factors when extending an offer of employment, including but not limited to: the position and associated responsibilities, a candidate's work experience, education/training, and key skills.



U.S. citizenship is required to meet position eligibility.

Selected applicants will be subject to a government security investigation and must meet eligibility requirements for access to classified information.

Successful passage of a criminal background screen is required to meet position eligibility. Aret will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring.

Successful passage of a Department of Transportation (DOT) drug test is required to meet position eligibility.



Aret is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex including sexual orientation and gender identity, national origin, disability, protected Veteran Status, or any other characteristic protected by applicable federal, state, or local law.

If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access our website because of your disability. To request an accommodation, please contact Aret Human Resources at for assistance.PandoLogic. Keywords: Food Counter Attendant, Location: Northridge, CA - 91324"
af580089-966a-49ad-a50d-302a19bfd6fc,IT Systems Administrator III,Full-time,"Los Angeles, California, USA",Posted 10 hours ago,- Updated 1 hour ago,Arete,"USD 85,000.00 - 115,000.00 per year","Reporting, Administrative support, Continuous integration, Information systems, Supervision, IT service management, Network security, Management, LAN, Technical Support, Software licensing",On Site,"At Aret, we are on the forefront of utilizing innovative solutions, with great minds from all backgrounds, to help solve the nation's most complex security challenges. We strive for an inclusive, collaborative team environment that approaches differences as opportunities for innovation and excellence. As an employee-owned company, we foster an atmosphere that propels diverse career opportunities and professional growth.

Discover your future with us.

Aret is seeking an experienced IT Systems Administrator III to work in our Northridge, CA facility. The candidate will report directly to the regional IT Manager and provide support for the day-to-day administrative operations of the IT department. Selected candidates must be eligible to obtain a Top Secret security clearance with SCI access and may be subject to passing a CI Polygraph. The selected candidates will collaborate with other Cyber Security and IT staff members, travel occasionally, and provide some afterhours support. Candidates will also support a variety of information systems at varying levels of complexity on the classified and corporate networks. This is an exempt non-supervisory full-time position.


We have an impressive range of benefits, programs, and perks that we offer:







The salary range for this role is $85,000 to $115,000; however, Arete considers several factors when extending an offer of employment, including but not limited to: the position and associated responsibilities, a candidate's work experience, education/training, and key skills



U.S. citizenship is required to meet position eligibility.

Selected applicants will be subject to a government security investigation and must meet eligibility requirements for access to classified information.

Successful passage of a criminal background screen is required to meet position eligibility. Aret will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring.

Successful passage of a Department of Transportation (DOT) drug test is required to meet position eligibility.



Aret is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex including sexual orientation and gender identity, national origin, disability, protected Veteran Status, or any other characteristic protected by applicable federal, state, or local law.

If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access our website because of your disability. To request an accommodation, please contact Aret Human Resources at for assistance.PandoLogic. Keywords: System Administrator, Location: Northridge, CA - 91324"
ed4f264e-1282-4bb3-8e6a-9fd5d38d68f8,IT Systems Administrator,Full-time,"Arlington, Virginia, USA",Posted 11 hours ago,- Updated moments ago,Arete,"USD 95,000.00 - 125,000.00 per year","Reporting, Administrative support, Continuous integration, Information systems, Supervision, IT service management, Network security, Management, LAN, Technical Support, Software licensing",On Site,"At Aret, we are on the forefront of utilizing innovative solutions, with great minds from all backgrounds, to help solve the nation's most complex security challenges. We strive for an inclusive, collaborative team environment that approaches differences as opportunities for innovation and excellence. As an employee-owned company, we foster an atmosphere that propels diverse career opportunities and professional growth.

Discover your future with us.

Aret is seeking an experienced IT Systems Administrator to work in our new Falls Church, VA facility. The candidate will report directly to the regional IT Manager and provide support for the day-to-day administrative operations of the IT department. Selected candidates will have and maintain a Top Secret security clearance with SCI access, including a CI Polygraph. The selected candidates will collaborate with other Cyber Security and IT staff members, travel occasionally, and provide some after-hours support. Candidates will also support a variety of information systems at varying levels of complexity on the classified and corporate networks. This is an exempt non-supervisory full-time position.


We have an impressive range of benefits, programs, and perks that we offer:







The salary range for this role is $95,000 to $125,000; however, Arete considers several factors when extending an offer of employment, including but not limited to: the position and associated responsibilities, a candidate's work experience, education/training, and key skills



U.S. citizenship is required to meet position eligibility.

Selected applicants will be subject to a government security investigation and must meet eligibility requirements for access to classified information.

Successful passage of a criminal background screen is required to meet position eligibility. Aret will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring.

Successful passage of a Department of Transportation (DOT) drug test is required to meet position eligibility.



Aret is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex including sexual orientation and gender identity, national origin, disability, protected Veteran Status, or any other characteristic protected by applicable federal, state, or local law.

If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access our website because of your disability. To request an accommodation, please contact Aret Human Resources at for assistance.PandoLogic. Keywords: System Administrator, Location: Arlington, VA - 22202"
ed41cbb7-3bcb-4fcd-bc21-b31ba0e48532,Principal Project Scheduler,Full-time,"Tucson, Arizona, USA",Posted 11 hours ago,- Updated moments ago,Arete,"USD 140,000.00 - 155,000.00 per year","Innovation, Decision-making, Risk management, Budget, Inventory, Partnership, Supervision, SOW, Work breakdown structure, EVMS, Process engineering, Reporting, SPI, Coaching",On Site,"At Aret, we are on the forefront of utilizing innovative solutions, with great minds from all backgrounds, to help solve the nation's most complex security challenges. We strive for an inclusive, collaborative team environment that approaches differences as opportunities for innovation and excellence. As an employee-owned company, we foster an atmosphere that propels diverse career opportunities and professional growth.

Discover your future with us.

Arete has an immediate opening for a Project Scheduler in the Maritime Systems Business Area. The Project Scheduler will work closely with project managers, technical staff, finance, and others on the team to plan, create, and manage project schedules to enable program decision-making and support delivery of quality products and capabilities to our customer(s). This will include preparation of program plans, risk management, monitoring program execution, reviewing labor and materials costs, operational budgets, and schedules; tracking program deliverables and inventory; and recommending corrective actions such as schedule revisions, manpower adjustments, funding allocations, and work requirements as necessary. In partnership with the Program Finance team, the Project Scheduler will communicate schedule status and performance to the program team. The successful candidate will work in a fast-paced environment and must maintain a high level of accuracy. This is an exempt, non-supervisory, full-time position.


We have an impressive range of benefits, programs, and perks that we offer:







The salary range for this role is $140,000 to $155,000; however, Arete considers several factors when extending an offer of employment, including but not limited to: the position and associated responsibilities, a candidate's work experience, education/training, and key skills.



U.S. citizenship is required to meet position eligibility.

Selected applicants will be subject to a government security investigation and must meet eligibility requirements for access to classified information.

Successful passage of a criminal background screen is required to meet position eligibility. Aret will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring.

Successful passage of a Department of Transportation (DOT) drug test is required to meet position eligibility.



Aret is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex including sexual orientation and gender identity, national origin, disability, protected Veteran Status, or any other characteristic protected by applicable federal, state, or local law.

If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access our website because of your disability. To request an accommodation, please contact Aret Human Resources at for assistance.PandoLogic. Keywords: Project Manager, Location: Tucson, AZ - 85712"
